A0A014PQC0,568076,E,Metarhizium robertsii,Glyceraldehyde 3-phosphate dehydrogenase catalytic domain,PF02800,157,314,338
A0A022PT25,4155,E,Erythranthe guttata,Alpha-D-phosphohexomutase C-terminal,PF00408,564,615,640
A0A022PTA6,4155,E,Erythranthe guttata,Pectinesterase catalytic,PF01095,237,544,551
A0A022PTS3,4155,E,Erythranthe guttata,WD40 repeat,PF00400,186,222,329
A0A022PUH6,4155,E,Erythranthe guttata,disorder_prediction,mobidb-lite,1,31,1200
A0A022Q1E9,4155,E,Erythranthe guttata,Non-haem dioxygenase N-terminal domain,PF14226,3,75,304
A0A022QCU5,4155,E,Erythranthe guttata,disorder_prediction,mobidb-lite,140,160,505
A0A022QDW2,4155,E,Erythranthe guttata,Small auxin-up RNA,PF02519,4,67,79
A0A022QFT7,4155,E,Erythranthe guttata,Pentatricopeptide repeat,PF13041,432,479,740
A0A022QQ15,4155,E,Erythranthe guttata,disorder_prediction,mobidb-lite,357,395,395
A0A022QRH6,4155,E,Erythranthe guttata,disorder_prediction,mobidb-lite,170,222,245
A0A022QVZ8,4155,E,Erythranthe guttata,Homeobox KN domain,PF05920,357,396,434
A0A022R6W5,4155,E,Erythranthe guttata,disorder_prediction,mobidb-lite,395,432,432
A0A022R8D2,4155,E,Erythranthe guttata,disorder_prediction,mobidb-lite,510,723,723
A0A022R8P9,4155,E,Erythranthe guttata,Glycoside hydrolase family 19 catalytic,PF00182,71,299,322
A0A022RBU3,4155,E,Erythranthe guttata,DEAD/DEAH box helicase domain,PF00270,62,224,410
A0A022RHH4,4155,E,Erythranthe guttata,Major intrinsic protein,PF00230,45,263,277
A0A022RUE2,4155,E,Erythranthe guttata,Protein kinase domain,PF00069,205,475,528
A0A022S239,4155,E,Erythranthe guttata,Photosystem II Psb28 class 1,PF03912,73,178,181
A0A023EUI7,7160,E,Aedes albopictus,Sodium:dicarboxylate symporter,PF00375,33,479,518
A0A023EVQ2,7160,E,Aedes albopictus,Serine proteases trypsin domain,PF00089,395,646,652
A0A023EZK5,30076,E,Triatoma infestans,Kelch repeat type 2,PF07646,301,350,500
A0A023F3V4,30076,E,Triatoma infestans,Serine-threonine/tyrosine-protein kinase catalytic domain,PF07714,79,335,690
A0A023FI30,34607,E,Amblyomma cajennense,Ribosomal protein S8e/ribosomal biogenesis NSA2,PF01201,32,259,260
A0A023FPE9,34607,E,Amblyomma cajennense,S-adenosylmethionine synthetase C-terminal,PF02773,319,453,460
A0A023FVD0,251391,E,Amblyomma parvum,DEAD/DEAH box helicase domain,PF00270,80,244,442
A0A023FVL6,251391,E,Amblyomma parvum,RNA recognition motif domain,PF00076,92,141,240
A0A023FYT6,251391,E,Amblyomma parvum,MD-2-related lipid-recognition domain,PF02221,34,174,179
A0A023G6L1,251400,E,Amblyomma triste,Microtubule associated protein  tubulin-binding repeat,PF00418,99,122,309
A0A023GFW4,251400,E,Amblyomma triste,Spectrin repeat,PF00435,393,498,891
A0A023GHF6,251400,E,Amblyomma triste,Cornichon,PF03311,6,133,151
A0A023GRW4,7227,E,Drosophila melanogaster,Laminin G domain,PF02210,3825,3949,3989
A0A023I112,1378113,E,Asthenodipsas lasgalenensis,Cytochrome b/b6 N-terminal,PF00033,1,174,344
A0A023J1F3,1435083,E,Loxosceles sp. Fuerteventura-Lanzarote,Cytochrome c oxidase subunit I,PF00115,8,313,313
A0A023QKL5,9606,E,Homo sapiens,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,PF00361,134,418,603
A0A024FLT0,79622,E,Calonectris leucomelas,Cytochrome c oxidase subunit I,PF00115,1,239,239
A0A024FTK8,65357,E,Albugo candida,WD40 repeat,PF00400,88,125,611
A0A024G5C5,65357,E,Albugo candida,Cyclic nucleotide-binding domain,PF00027,453,541,912
A0A024GFP4,65357,E,Albugo candida,DDHD domain,PF02862,569,610,1064
A0A024GGN3,65357,E,Albugo candida,disorder_prediction,mobidb-lite,100,157,742
A0A024GP81,65357,E,Albugo candida,disorder_prediction,mobidb-lite,170,200,444
A0A024R4H4,9606,E,Homo sapiens,Kinesin family member 1B isoform CRA_b OS=Homo sapiens GN=KIF1B PE=3 SV=1,CoiledCoil,492,520,1633
A0A024RAU3,9606,E,Homo sapiens,Thioesterase domain,PF03061,16,87,107
A0A024TDV8,157072,E,Aphanomyces invadans,C2 domain,PF00168,116,233,646
A0A024TG61,157072,E,Aphanomyces invadans,Ribonuclease P/MRP protein subunit,PF01900,32,124,135
A0A024TVP3,157072,E,Aphanomyces invadans,Harbinger transposase-derived nuclease domain,PF13359,74,195,224
A0A024TY59,157072,E,Aphanomyces invadans,disorder_prediction,mobidb-lite,256,284,1786
A0A024TZ94,157072,E,Aphanomyces invadans,Magnesium transporter NIPA,PF05653,14,314,401
A0A024U3V6,157072,E,Aphanomyces invadans,disorder_prediction,mobidb-lite,43,74,761
A0A024UGI4,157072,E,Aphanomyces invadans,Leucine-rich repeat,PF13516,227,238,905
A0A024UR18,157072,E,Aphanomyces invadans,Leucine-rich repeat,PF13516,396,414,1348
A0A024URB8,157072,E,Aphanomyces invadans,PPPDE putative peptidase domain,PF05903,13,142,229
A0A024USS3,157072,E,Aphanomyces invadans,disorder_prediction,mobidb-lite,1,146,410
A0A024UUH1,157072,E,Aphanomyces invadans,disorder_prediction,mobidb-lite,141,461,1254
A0A024UVM9,157072,E,Aphanomyces invadans,Cation/H+ exchanger,PF00999,38,450,501
A0A026VVU8,443821,E,Cerapachys biroi,Polyketide synthase dehydratase domain,PF14765,378,570,1844
A0A026WA94,443821,E,Cerapachys biroi,EH domain,PF12763,130,222,1023
A0A026WFV9,443821,E,Cerapachys biroi,MAD homology 1 Dwarfin-type,PF03165,30,133,400
A0A026WNB9,443821,E,Cerapachys biroi,Domain of unknown function DUF3421,PF11901,27,136,145
A0A026WNG9,443821,E,Cerapachys biroi,Tetratricopeptide repeat,PF13181,49,80,171
A0A026WNN5,443821,E,Cerapachys biroi,Shal-type voltage-gated potassium channels N-terminal,PF11601,2,29,722
A0A026WPD9,443821,E,Cerapachys biroi,disorder_prediction,mobidb-lite,720,760,760
A0A026WRX6,443821,E,Cerapachys biroi,Epithelial sodium channel,PF00858,30,505,576
A0A026X1H8,443821,E,Cerapachys biroi,SEA domain,PF01390,196,282,537
A0A034V4R0,27457,E,Bactrocera dorsalis,disorder_prediction,mobidb-lite,1305,1331,1366
A0A034V4T3,27457,E,Bactrocera dorsalis,disorder_prediction,mobidb-lite,805,830,1354
A0A034V6Z1,27457,E,Bactrocera dorsalis,disorder_prediction,mobidb-lite,135,186,555
A0A034VC96,27457,E,Bactrocera dorsalis,disorder_prediction,mobidb-lite,681,719,865
A0A034VIM2,27457,E,Bactrocera dorsalis,TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L (Fragment) OS=Bactrocera dorsalis GN=TAF5L PE=4 SV=1,LowComplexity,454,467,497
A0A034VKB0,27457,E,Bactrocera dorsalis,disorder_prediction,mobidb-lite,614,648,1441
A0A034VNJ9,27457,E,Bactrocera dorsalis,disorder_prediction,mobidb-lite,75,145,621
A0A034VUN5,27457,E,Bactrocera dorsalis,disorder_prediction,mobidb-lite,101,121,1059
A0A034VWU9,27457,E,Bactrocera dorsalis,dDENN domain,PF03455,356,394,1167
A0A034W0S3,27457,E,Bactrocera dorsalis,Zinc finger LIM-type,PF00412,180,235,799
A0A034W5F9,27457,E,Bactrocera dorsalis,Transcription activator MBF2,PF15868,26,117,119
A0A034W5K9,27457,E,Bactrocera dorsalis,Zinc finger LIM-type,PF00412,582,638,730
A0A034WAU9,27457,E,Bactrocera dorsalis,Short-chain dehydrogenase/reductase SDR,PF00106,7,210,259
A0A034WQH9,27457,E,Bactrocera dorsalis,Acyl-CoA oxidase/dehydrogenase central domain,PF02770,187,289,627
A0A034WSI6,27457,E,Bactrocera dorsalis,DEAD/DEAH box helicase domain,PF00270,58,223,576
A0A034WSM8,27457,E,Bactrocera dorsalis,WRB/Get1 family,PF04420,2,164,177
A0A044QNI6,6282,E,Onchocerca volvulus,Collagen triple helix repeat,PF01391,190,248,330
A0A044S5D8,6282,E,Onchocerca volvulus,DEAD/DEAH box helicase domain,PF00270,180,333,1585
A0A044TJ01,6282,E,Onchocerca volvulus,disorder_prediction,mobidb-lite,43,119,608
A0A044U3D7,6282,E,Onchocerca volvulus,TB2/DP1/HVA22-related protein,PF03134,97,164,175
A0A044U723,6282,E,Onchocerca volvulus,disorder_prediction,mobidb-lite,27,78,436
A0A044ULB2,6282,E,Onchocerca volvulus,Pancreatic trypsin inhibitor Kunitz domain,PF00014,2699,2757,2760
A0A044V9R4,6282,E,Onchocerca volvulus,disorder_prediction,mobidb-lite,270,331,858
A0A058Z7B5,691883,E,Fonticula alba,disorder_prediction,mobidb-lite,1329,1487,1487
A0A058ZFD5,691883,E,Fonticula alba,Nop domain,PF01798,158,382,579
A0A058ZFY3,691883,E,Fonticula alba,disorder_prediction,mobidb-lite,994,1067,1379
A0A058ZFZ6,691883,E,Fonticula alba,Helicase C-terminal,PF00271,428,564,807
A0A058ZTS1,71139,E,Eucalyptus grandis,Gnk2-homologous domain,PF01657,151,239,621
A0A059A9P8,71139,E,Eucalyptus grandis,NUDIX hydrolase domain,PF00293,77,207,232
A0A059A9Z2,71139,E,Eucalyptus grandis,U box domain,PF04564,275,346,681
A0A059AJA1,71139,E,Eucalyptus grandis,Serine-threonine/tyrosine-protein kinase catalytic domain,PF07714,40,307,336
A0A059AJW6,71139,E,Eucalyptus grandis,Uncharacterized protein OS=Eucalyptus grandis GN=EUGRSUZ_I00112 PE=3 SV=1,LowComplexity,5,20,930
A0A059AW37,71139,E,Eucalyptus grandis,Rhodanese-like domain,PF00581,194,289,409
A0A059AXL7,71139,E,Eucalyptus grandis,Kinesin motor domain,PF00225,391,709,1000
A0A059B3F5,71139,E,Eucalyptus grandis,disorder_prediction,mobidb-lite,1,25,296
A0A059B3W1,71139,E,Eucalyptus grandis,Major facilitator  sugar transporter-like,PF00083,25,502,519
A0A059B406,71139,E,Eucalyptus grandis,Trafficking protein particle complex subunit,PF04099,1,56,81
A0A059B8R8,71139,E,Eucalyptus grandis,Alcohol dehydrogenase C-terminal,PF00107,206,334,380
A0A059B9A7,71139,E,Eucalyptus grandis,disorder_prediction,mobidb-lite,631,656,656
A0A059BGM3,71139,E,Eucalyptus grandis,Pentatricopeptide repeat,PF13041,397,446,620
A0A059BVJ5,71139,E,Eucalyptus grandis,disorder_prediction,mobidb-lite,1,29,1493
A0A059C3T6,71139,E,Eucalyptus grandis,Ataxin-2 C-terminal,PF07145,99,114,366
A0A059C7S0,71139,E,Eucalyptus grandis,SANT/Myb domain,PF00249,72,114,296
A0A059CA28,71139,E,Eucalyptus grandis,disorder_prediction,mobidb-lite,668,689,1323
A0A059CFW7,71139,E,Eucalyptus grandis,Uncharacterized protein OS=Eucalyptus grandis GN=EUGRSUZ_D01628 PE=4 SV=1,LowComplexity,49,65,716
A0A059CM85,71139,E,Eucalyptus grandis,Ferric reductase NAD binding domain,PF08030,725,907,925
A0A059CR90,71139,E,Eucalyptus grandis,Uncharacterized protein OS=Eucalyptus grandis GN=EUGRSUZ_C02137 PE=4 SV=1,CoiledCoil,288,309,732
A0A059CVM0,71139,E,Eucalyptus grandis,WD40 repeat,PF00400,46,82,347
A0A059DCS9,71139,E,Eucalyptus grandis,Inosine/uridine-preferring nucleoside hydrolase domain,PF01156,127,276,286
A0A059LEX5,1291522,E,Helicosporidium sp. ATCC 50920,WD40 repeat,PF00400,239,271,424
A0A059LM88,1291522,E,Helicosporidium sp. ATCC 50920,disorder_prediction,mobidb-lite,28,47,99
A0A059LS38,1291522,E,Helicosporidium sp. ATCC 50920,Nucleotidyl transferase domain,PF00483,73,348,506
A0A059RNF8,9606,E,Homo sapiens,Cytochrome c oxidase subunit II-like C-terminal,PF00116,96,213,227
A0A059SGF3,273567,E,Protea parvula,Ribulose bisphosphate carboxylase large subunit C-terminal,PF00016,140,179,179
A0A059TEQ8,263448,E,Cercopithecus wolfi,Ran binding domain,PF00638,23,143,1220
A0A059UBB6,3381,E,Gnetum montanum,PAS fold,PF00989,621,735,1123
A0A060A4R4,1503164,E,Cyanidiaceae sp. MX-AZ01,Translation initiation factor 3 N-terminal,PF05198,12,80,173
A0A060CI57,4786,E,Phytophthora cryptogea,Small GTPase superfamily,PF00071,1,65,66
A0A060D890,4577,E,Zea mays,Tify domain,PF06200,73,105,181
A0A060MZU1,7091,E,Bombyx mori,disorder_prediction,mobidb-lite,135,258,476
A0A060RMK0,5854,E,Plasmodium reichenowi,Plasmodium falciparum erythrocyte membrane protein 1 acidic terminal segment,PF15445,2,185,519
A0A060SAT1,5643,E,Trametes cinnabarina,Alanine racemase N-terminal,PF01168,51,236,452
A0A060SUK3,5643,E,Trametes cinnabarina,Uncharacterized protein OS=Pycnoporus cinnabarinus GN=BN946_scf184533.g4 PE=4 SV=1,LowComplexity,181,196,200
A0A060SVF5,1491612,E,Exocelina patepensis,Spectrin repeat,PF00435,145,247,264
A0A060SW87,409370,E,Blastobotrys adeninivorans,Pentatricopeptide repeat,PF01535,504,532,1062
A0A060T1K0,409370,E,Blastobotrys adeninivorans,Major facilitator superfamily,PF07690,67,442,535
A0A060T2R1,409370,E,Blastobotrys adeninivorans,Alkyl sulfatase dimerisation domain,PF14863,364,500,630
A0A060T2Y8,409370,E,Blastobotrys adeninivorans,disorder_prediction,mobidb-lite,1,25,618
A0A060T350,409370,E,Blastobotrys adeninivorans,tRNA-binding domain,PF01588,52,145,208
A0A060T8F8,409370,E,Blastobotrys adeninivorans,Mitochondrial substrate/solute carrier,PF00153,104,192,291
A0A060TBU6,409370,E,Blastobotrys adeninivorans,ARAD1D37598p OS=Blastobotrys adeninivorans GN=GNLVRS02_ARAD1D37598g PE=4 SV=1,CoiledCoil,71,99,346
A0A060TD51,409370,E,Blastobotrys adeninivorans,WD40 repeat,PF00400,89,122,298
A0A060VMI6,8022,E,Oncorhynchus mykiss,NADH-ubiquinone reductase complex 1 MLRQ subunit,PF06522,11,42,43
A0A060VMM3,8022,E,Oncorhynchus mykiss,NUC153,PF08159,1,21,245
A0A060VNR9,8022,E,Oncorhynchus mykiss,disorder_prediction,mobidb-lite,540,585,585
A0A060VQV4,8022,E,Oncorhynchus mykiss,disorder_prediction,mobidb-lite,732,751,1609
A0A060VUX7,8022,E,Oncorhynchus mykiss,Protein kinase domain,PF00069,350,594,678
A0A060VZA3,8022,E,Oncorhynchus mykiss,Pyridoxine 5'-phosphate oxidase dimerisation C-terminal,PF10590,210,264,264
A0A060WCP3,8022,E,Oncorhynchus mykiss,Calponin homology domain,PF00307,577,677,1374
A0A060WCT3,8022,E,Oncorhynchus mykiss,PQ-loop repeat,PF04193,269,326,373
A0A060WDG2,8022,E,Oncorhynchus mykiss,Transcription initiation factor TFIID component TAF4,PF05236,746,943,970
A0A060WEZ2,8022,E,Oncorhynchus mykiss,Ras-associating (RA) domain,PF00788,3,84,669
A0A060WHF0,8022,E,Oncorhynchus mykiss,Kringle,PF00051,190,267,820
A0A060WHN7,8022,E,Oncorhynchus mykiss,Potassium channel inwardly rectifying Kir,PF01007,50,375,433
A0A060WHT4,8022,E,Oncorhynchus mykiss,Uncharacterized protein OS=Oncorhynchus mykiss GN=GSONMT00071901001 PE=4 SV=1,LowComplexity,119,137,141
A0A060WLT2,8022,E,Oncorhynchus mykiss,Ion transport domain,PF00520,42,296,501
A0A060WP35,8022,E,Oncorhynchus mykiss,PET domain,PF06297,196,280,912
A0A060WP50,8022,E,Oncorhynchus mykiss,Prefoldin alpha-like,PF02996,20,124,153
A0A060WTG6,8022,E,Oncorhynchus mykiss,disorder_prediction,mobidb-lite,108,186,186
A0A060WUI4,8022,E,Oncorhynchus mykiss,tRNA pseudouridylate synthase B C-terminal,PF16198,241,307,526
A0A060WWN2,8022,E,Oncorhynchus mykiss,Thrombospondin type-1 (TSP1) repeat,PF00090,133,179,449
A0A060WY66,8022,E,Oncorhynchus mykiss,disorder_prediction,mobidb-lite,288,318,426
A0A060WYQ2,8022,E,Oncorhynchus mykiss,Uncharacterised protein family SERF,PF04419,37,73,97
A0A060X1X3,8022,E,Oncorhynchus mykiss,Small GTPase superfamily,PF00071,1,54,79
A0A060X4A4,8022,E,Oncorhynchus mykiss,PDZ domain,PF00595,274,349,394
A0A060X4J1,8022,E,Oncorhynchus mykiss,SRCR domain,PF00530,562,659,907
A0A060X9B2,8022,E,Oncorhynchus mykiss,B-box-type zinc finger,PF00643,99,136,272
A0A060XGD5,8022,E,Oncorhynchus mykiss,Ribosomal protein L31e,PF01198,19,100,125
A0A060XI11,8022,E,Oncorhynchus mykiss,Transglutaminase N-terminal,PF00868,5,119,679
A0A060XI43,8022,E,Oncorhynchus mykiss,CTNNB1 binding N-teminal,PF08347,41,110,489
A0A060XT97,8022,E,Oncorhynchus mykiss,3'-5' exonuclease domain,PF01612,60,130,312
A0A060XUV9,8022,E,Oncorhynchus mykiss,Pyridine nucleotide-disulphide oxidoreductase dimerisation domain,PF02852,474,586,601
A0A060XYP2,8022,E,Oncorhynchus mykiss,Uncharacterized protein OS=Oncorhynchus mykiss GN=GSONMT00013600001 PE=4 SV=1,LowComplexity,111,138,317
A0A060Y4E7,8022,E,Oncorhynchus mykiss,Domain of unknown function DUF21,PF01595,185,356,691
A0A060YBS8,8022,E,Oncorhynchus mykiss,Sushi/SCR/CCP domain,PF00084,319,370,389
A0A060YDZ6,8022,E,Oncorhynchus mykiss,disorder_prediction,mobidb-lite,352,400,400
A0A060YK20,8022,E,Oncorhynchus mykiss,Cytochrome P450,PF00067,132,362,370
A0A060YNC9,8022,E,Oncorhynchus mykiss,MAM domain,PF00629,42,226,341
A0A060YXD5,8022,E,Oncorhynchus mykiss,Small GTPase superfamily,PF00071,5,164,183
A0A060ZAP5,8022,E,Oncorhynchus mykiss,Ras-associating (RA) domain,PF00788,27,118,281
A0A061AGX3,36022,E,Cyberlindnera fabianii,Electron transfer flavoprotein alpha subunit C-terminal,PF00766,212,295,334
A0A061AL27,5286,E,Rhodotorula toruloides,Lysine methyltransferase,PF10294,122,208,392
A0A061ASU1,36022,E,Cyberlindnera fabianii,RNA cap guanine-N2 methyltransferase,PF09445,89,253,478
A0A061AV91,5286,E,Rhodotorula toruloides,Mitochondrial substrate/solute carrier,PF00153,197,295,310
A0A061AX94,36022,E,Cyberlindnera fabianii,TMEM14 family,PF03647,3,96,107
A0A061B314,36022,E,Cyberlindnera fabianii,Carboxylesterase type B,PF00135,22,491,535
A0A061B643,5286,E,Rhodotorula toruloides,disorder_prediction,mobidb-lite,25,49,1282
A0A061B911,5286,E,Rhodotorula toruloides,disorder_prediction,mobidb-lite,38,63,685
A0A061BCS9,5286,E,Rhodotorula toruloides,Peptidase M24,PF00557,160,390,423
A0A061BD61,5286,E,Rhodotorula toruloides,disorder_prediction,mobidb-lite,658,721,1552
A0A061BDZ2,5286,E,Rhodotorula toruloides,Dihydrofolate reductase domain,PF00186,10,133,226
A0A061BH09,5286,E,Rhodotorula toruloides,Acetate transporter GPR1/FUN34/SatP family,PF01184,26,205,251
A0A061BHS4,5286,E,Rhodotorula toruloides,disorder_prediction,mobidb-lite,488,615,716
A0A061BIB9,5286,E,Rhodotorula toruloides,disorder_prediction,mobidb-lite,933,967,967
A0A061BM38,5286,E,Rhodotorula toruloides,F-box domain,PF12937,185,230,243
A0A061D4Q7,5866,E,Babesia bigemina,disorder_prediction,mobidb-lite,1,39,407
A0A061D6D3,5866,E,Babesia bigemina,disorder_prediction,mobidb-lite,1,194,383
A0A061DPX0,3641,E,Theobroma cacao,disorder_prediction,mobidb-lite,580,603,1598
A0A061DXX3,3641,E,Theobroma cacao,disorder_prediction,mobidb-lite,90,149,1002
A0A061E5I4,3641,E,Theobroma cacao,Toll/interleukin-1 receptor homology (TIR) domain,PF01582,19,184,1167
A0A061EKX6,3641,E,Theobroma cacao,LEUNIG_homolog isoform 2 (Fragment) OS=Theobroma cacao GN=TCM_020345 PE=4 SV=1,LowComplexity,65,77,530
A0A061EQE5,3641,E,Theobroma cacao,ABC transporter-like,PF00005,189,373,1454
A0A061EXY6,3641,E,Theobroma cacao,UspA,PF00582,2,164,171
A0A061EZ03,3641,E,Theobroma cacao,disorder_prediction,mobidb-lite,427,451,451
A0A061F4K9,3641,E,Theobroma cacao,DNA-directed RNA polymerase RpoA/D/Rpb3-type,PF01193,138,262,270
A0A061F9N3,3641,E,Theobroma cacao,p-loop containing nucleoside triphosphate hydrolases superfamily protein OS=Theobroma cacao GN=TCM_026435 PE=3 SV=1,CoiledCoil,440,468,642
A0A061FET4,3641,E,Theobroma cacao,Alcohol dehydrogenase C-terminal,PF00107,213,335,389
A0A061FHC4,3641,E,Theobroma cacao,F-box and Leucine Rich Repeat domains containing protein putative isoform 4 OS=Theobroma cacao GN=TCM_034979 PE=4 SV=1,CoiledCoil,564,585,1695
A0A061FIC6,3641,E,Theobroma cacao,Protein of unknown function DUF247 plant,PF03140,51,399,439
A0A061FKZ8,3641,E,Theobroma cacao,NB-ARC,PF00931,1065,1353,1759
A0A061FSD3,3641,E,Theobroma cacao,Protein kinase C-terminal,PF00433,437,473,485
A0A061FV50,3641,E,Theobroma cacao,Zinc finger NF-X1-type,PF01422,222,237,1082
A0A061FV74,3641,E,Theobroma cacao,Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal protein PMP24,PF02466,22,152,200
A0A061G7M5,3641,E,Theobroma cacao,Leucine-rich repeat,PF13855,537,594,923
A0A061G8V6,3641,E,Theobroma cacao,PPM-type phosphatase domain,PF00481,96,334,355
A0A061G9B1,3641,E,Theobroma cacao,Glucose-methanol-choline oxidoreductase C-terminal,PF05199,399,539,646
A0A061GBF6,3641,E,Theobroma cacao,disorder_prediction,mobidb-lite,74,95,811
A0A061GEF8,3641,E,Theobroma cacao,Leucine-rich repeat,PF00560,476,498,1140
A0A061GIR3,3641,E,Theobroma cacao,disorder_prediction,mobidb-lite,1,22,683
A0A061GJ69,3641,E,Theobroma cacao,Transport protein particle (TRAPP) component,PF04051,30,182,194
A0A061GKL1,3641,E,Theobroma cacao,disorder_prediction,mobidb-lite,605,738,738
A0A061GNB3,3641,E,Theobroma cacao,disorder_prediction,mobidb-lite,319,349,1522
A0A061GQ14,3641,E,Theobroma cacao,Non-haem dioxygenase N-terminal domain,PF14226,411,517,528
A0A061GS33,3641,E,Theobroma cacao,Amino acid/polyamine transporter I,PF13520,66,446,479
A0A061GWZ3,3641,E,Theobroma cacao,disorder_prediction,mobidb-lite,197,248,342
A0A061HTE0,10029,E,Cricetulus griseus,Dbl homology (DH) domain,PF00621,1,180,483
A0A061HUL1,10029,E,Cricetulus griseus,Filamin/ABP280 repeat-like,PF00630,2238,2321,2623
A0A061HV17,10029,E,Cricetulus griseus,HECT domain,PF00632,4035,4339,4340
A0A061I014,10029,E,Cricetulus griseus,Signal recognition particle SRP54 subunit helical bundle,PF02881,6,83,471
A0A061I034,10029,E,Cricetulus griseus,Kinase associated domain 1 (KA1),PF02149,708,750,750
A0A061I2B2,10029,E,Cricetulus griseus,Toll/interleukin-1 receptor homology (TIR) domain,PF01582,737,898,900
A0A061IAE1,10029,E,Cricetulus griseus,ELMO domain,PF04727,292,468,720
A0A061IB93,10029,E,Cricetulus griseus,disorder_prediction,mobidb-lite,1,36,479
A0A061IDS8,10029,E,Cricetulus griseus,Zinc finger MYND-type,PF01753,476,503,520
A0A061IHJ9,10029,E,Cricetulus griseus,disorder_prediction,mobidb-lite,367,387,507
A0A061IJQ1,10029,E,Cricetulus griseus,WD40 repeat,PF00400,125,161,665
A0A061IMB3,10029,E,Cricetulus griseus,Zinc finger MIZ-type,PF02891,564,612,888
A0A061IP63,10029,E,Cricetulus griseus,Macrophage scavenger receptor types I and II OS=Cricetulus griseus GN=H671_1g2317 PE=4 SV=1,CoiledCoil,245,266,487
A0A061QLK9,6928,E,Cupiennius salei,disorder_prediction,mobidb-lite,1249,1274,1415
A0A061QUT3,582737,E,Tetraselmis sp. GSL018,disorder_prediction,mobidb-lite,493,550,708
A0A061RFH3,582737,E,Tetraselmis sp. GSL018,Chaperonin Cpn60/TCP-1 family,PF00118,25,99,710
A0A061RM56,582737,E,Tetraselmis sp. GSL018,disorder_prediction,mobidb-lite,112,207,207
A0A061RVB2,582737,E,Tetraselmis sp. GSL018,Sulfotransferase domain,PF00685,45,213,247
A0A061RXB0,582737,E,Tetraselmis sp. GSL018,Domain of unknown function DUF1605,PF07717,1042,1133,1173
A0A061S8M4,582737,E,Tetraselmis sp. GSL018,Alcohol dehydrogenase iron-type,PF00465,380,771,865
A0A061SB02,582737,E,Tetraselmis sp. GSL018,disorder_prediction,mobidb-lite,383,408,650
A0A061SGE8,582737,E,Tetraselmis sp. GSL018,Plastid lipid-associated protein/fibrillin conserved domain,PF04755,1310,1525,1539
A0A061SH24,582737,E,Tetraselmis sp. GSL018,disorder_prediction,mobidb-lite,144,214,294
A0A061SN67,582737,E,Tetraselmis sp. GSL018,ATPase V1 complex subunit D,PF01813,16,209,249
